2026;123.4
2025;121.5
2024;119.7
2023;118.7
2022;112.6
2021;104.2
2020;102.3
2019;102.6
2018;102.1
2017;101.0
2016;99.9
2015;107.1
2014;107.2
2013;107



								


