2013;1.3281
2014;1.3285
2015;1.1095
2016;1.1069
2017;1.1297
2018;1.1810
2019;1.1196
2020;1.1422
2021;1.1836
2022;1.0531
2023;1.0824
2024;1.0850
2025;1.0900s
